SPILLNO-------,S,OWNCO--------------------,OWNSTREET-----------,OWNCITY-------------,OS,OZIP,TY,DIDATE----,SPLOC     -------------------------,SPCITY-------------------,SPCOUN-------------------,MATERIAL----------------------,SFM_ID--,FAC_NAME-----------------
043090-99-0002,5,METHODIST HOSPITAL,3612 CUMING ST,OMAHA,NE,68131,14,1990-02-27,3612 CUMING ST,OMAHA,DOUGLAS,#5 FUEL OIL,2543,METHODIST HOSPITAL
043090-99-0003,5,PETERSON MOTORS,511 W 26TH ST,KEARNEY,NE,68847,7,1990-03-26,19 EAST 23RD ST,KEARNEY,BUFFALO,OIL,3606,PETERSON MOTORS
043090-99-0004,5,PLATTSMOUTH PARK SERV,136 N 5TH ST,PLATTSMOUTH,NE,,7,1990-03-16,136 N 5TH ST,PLATTSMOUTH,CASS,GASOLINE,984,PLATTSMOUTH PARK SERV
043090-99-0005,5,KIRBS CORNER CONOCO,102 W 25TH ST,KEARNEY,NE,68847,7,1990-03-22,102 W 25TH ST,KEARNEY,BUFFALO,"GASOLINE, DIESEL",1053,KIRBS CORNER CONOCO
043090-99-0006,5,POLAND OIL,1725 W 2ND ST,HASTINGS,NE,68901,7,1990-03-21,1725 WEST 2ND,HASTINGS,ADAMS,GASOLINE,1239,OLSEN'S MINI MART
043090-99-0007,5,"LAIRD MOTORS, INC.",WEST HWY 6 & 281,HASTINGS,NE,68901,7,1990-03-21,LAIRD MOTORS INC,HASTINGS,ADAMS,WASTE OIL,1290,"LAIRD MOTORS, INC"
043090-99-0008,5,THEISEN BROTHERS INC,RR 4 SHERWOOD ROAD,NORFOLK,NE,68701,7,1989-12-08,RR 4 SHERWOOD ROAD,NORFOLK,MADISON,"GASOLINE, DIESEL",1375,THEISEN BROTHERS INC
043090-99-0009,5,TERRYBERRY FARMS,RURAL ROUTE,IMPERIAL,NE,69033,7,1990-03-15,TERRYBERRY FARMS,IMPERIAL,CHASE,DIESEL,2185,TERRYBERRY FARMS
043090-99-0010,5,KERR MC GEE REFINER,P O BOX 25,OKLAHOMA CITY,OK,73125,7,1990-01-31,1060 N 27TH,LINCOLN,LANCASTER,"KEROSENE, GASOLINE",2889,KERR MCGEE
043090-99-0011,5,WILBERT VAULT,2401 RIVERSIDE,NORFOLK,NE,,7,1990-03-26,2401 RIVERSIDE,NORFOLK,MADISON,GASOLINE,3453,WILBERT VAULT
043090-99-0012,5,BARBER FARMS INC,ROUTE 1,FAIRBURY,NE,68532,7,1990-02-14,BARBER FARMS,FAIRBURY,JEFFERSON,DIESEL,4061,BARBER FARMS INC
043090-99-0013,5,SIEG NEBRASKA CO.,2215 HARNEY,OMAHA,NE,,7,1990-02-23,2215 HARNEY,OMAHA,DOUGLAS,GASOLINE,4553,SIEG NEBRASKA CO.
043090-99-0014,5,FARMERS UNION GAS & OIL,,PROSSER,NE,68868,7,1990-02-02,FARMERS UNION GAS & OIL,PROSSER,ADAMS,GASOLINE,5785,FARMERS UNION GAS &
043090-99-0015,5,SNYDER BROTHERS TRUCKING,RR 2 HC 69,ATKINSON,NE,68713,7,1990-03-24,RR 2 HC 69,ATKINSON,HOLT,DIESEL OIL,5102,SNYDER BROTHERS TRUCKING
043090-99-0016,5,DEL'S COUNTRY STORE,123 EAST PACIFIC,LEXINGTON,NE,68850,7,1990-02-09,123 EAST PACIFIC,LEXINGTON,DAWSON,"GASOLINE, DIESEL",6320,DEL'S COUNTRY STORE
043090-99-0017,5,BELLEVUE CYCLE SALES,HIWAY 75 & BRYAN AVE,BELLEVUE,NE,,7,1990-03-12,HIWAYS 73-75 & BRYAN AVE,BELLEVUE,SARPY,GASOLINE & WASTE OIL,6646,BELLEVUE CYCLE SALES
043090-99-0018,5,SECOND CHANCE CLASSICS,BOX 520,GIBBON,NE,68840,7,1990-03-09,SECOND CHANCE CLASSICS,GIBBON,BUFFALO,DIESEL,6650,SECOND CHANCE CLASSICS
043090-99-0019,5,ROSS RICKLI,RR 1 BOX 125,MURDOCK,NE,68407,7,1990-03-16,RR1,MURDOCK,CASS,GASOLINE & DIESEL,6863,ROSS RICKLI
043090-99-0020,5,KEARNEY HUB PUBLISHING,13 EAST 22ND STREET,KEARNEY,NE,68847,7,1990-03-22,13 EAST 22ND ST,KEARNEY,BUFFALO,GASOLINE,8250,KEARNEY HUB PUBLISHING
043090-99-0021,5,GIBSON PETROLEUM,2351 SOUTH 27TH AVE.,OMAHA,NE,,7,1990-03-08,2351 SOUTH 27TH AVENUE,OMAHA,DOUGLAS,GASOLINE,7417,GIBSON PETROLEUM
043090-99-0022,5,ADAMS CO HIGHWAY DEPT,,KENESAW,NE,68556,7,1990-03-26,ADAMS CO HIGHWAY DEPT,KENESAW,ADAMS,DIESEL,7126,ADAMS CO HIGHWAY DEPT
043090-99-0023,5,ADAMS CO HIGHWAY DEPT,,PAULINE,NE,68968,7,1990-03-27,ADAMS CO HIGHWAY DEPT,PAULINE,ADAMS,DIESEL,7127,ADAMS CO HIGHWAY DEPT
043090-99-0024,5,ADAMS CO HIGHWAY DEPT,,HOLSTEIN,NE,68950,7,1990-03-26,ADAMS CO HIGHWAY DEPT,HOLSTEIN,ADAMS,"DIESEL, SOLVENT(?)",7128,ADAMS CO HIGHWAY DEPT
043090-99-0025,5,SPAHR BROS,ROUTE 2,SEWARD,NE,68434,7,1990-03-13,ROUTE 2,SEWARD,SEWARD,"GASOLINE, DIESEL",7955,SPAHR BROS
043091-99-0000,5,LINCOLN ELECTRIC SYSTEM,P.O. BOX 80869,LINCOLN,NE,68501,7,1990-09-25,2300 NW 12 STREET,LINCOLN,LANCASTER,WASTE AND OTHER OILS,10714,LINCOLN ELECTRIC SYSTEM
043091-99-0002,5,A. GLENN KLUCK COMPANY,"RFD 5, BOX 190",RICHLAND,NE,68657,7,1991-04-12,RFD 5 BOX 190,RICHLAND,COLFAX,DIESEL,6937,A GLENN KLUCK COMPANY
043092-GB-0900,5,"MCHARGUE, MARK",RR 1 BOX 275,CENTRAL CITY,NE,68826,1,,5 MI SW OF CENTRAL CITY,CENTRAL CITY,MERRICK,"28%NITROGEN, 9-18-0-8S",,
043092-JB-0200,5,UNION PACIFIC RAILROAD,1416 DODGE ST,OMAHA,NE,68179,2,1992-04-30,WEST BOWL,NORTH PLATTE,LINCOLN,TOLUENE,,
043092-KM-1120,5,TOWER MAINTENANCE INC,4100 INDUSTRIAL AVE,LINCOLN,NE,68504,9,,4100 INDUSTRIAL AVE,LINCOLN,LANCASTER,PANTHER PISS,,TOWER MAINTENANCE INC
043092-KM-1600,5,OPPD,444 S 16TH ST,OMAHA,NE,68102,9,1992-04-30,FT CALHOUN PLANT HWY 75,FORT CALHOUN,WASHINGTON,HIGH PH WATER (PH 10),,
043093-NH-1130,5,A.F. AGRONOMY SERVICE,PO BOX 278,FIRTH,NE,68358,1,1993-04-30,W SIDE OF 96TH ST RD,FIRTH,LANCASTER,38% LIQUID NITROGEN,,A.F. AGRONOMY SERVICE
043094-NH-1500,9,FRANK'S SERVICE,"115 S. MAIN, BOX 438",ELKHORN,NE,68022,6,1994-04-30,"E OR RR TRK XING, 115 S. MAIN",ELKHORN,DOUGLAS,DIESEL AND GASOLINE,1472,FRANK'S SERVICE
043096-GB-1315,5,SPALDING COOP,PO BOX B,SPALDING,NE,68665,1,1996-04-30,"8 S, 3.5 E OF CHAMBERS",CHAMBERS,HOLT,8-20-0-35 FERTILIZER SOLUTION,,SPALDING COOP
043096-GB-1430,5,SIMPLOT,17199 COUNTY RD 21,FT. MORGAN,CO,80701,1,1996-04-27,1 MI W OF PARKS,PARKS,DUNDY,8-20-5 STARTER FERTILIER SOLU,,SIMPLOT
043096-GB-1445,5,SIMPLOT,17199 COUNTY RD 21,FT. MORGAN,CO,80701,1,1996-04-27,,HEMINGFORD,BOX BUTTE,10-34-0 FERTILIZER SOLUTION,,SIMPLOT
043096-GB-1540,5,KOCH INDUSTRIES,PO BOX 2256,WICHITA,KS,67201,6,1996-04-25,"KOCH FAC,ADJACENT PROPERTY",CLARKS,MERRICK,FERTILIZER SOLUTION,,KOCH INDUSTRIES
043096-GB-1545,5,KOCH INDUSTRIES,PO BOX 2256,WICHITA,KS,67201,6,1996-04-25,FARM SITE,CHAPMAN,MERRICK,26-0-0,,KOCH INDUSTRIES
043096-KM-0000,5,UNKNOWN,,,,,2,1996-02-01,BORING 30B,KEARNEY,BUFFALO,CREOSOTE,,UNKNOWN
043096-ML-1400,5,HERSHEY TRUCK STOP,P.O. BOX 398,HERSHEY,NE,69143,13,1996-04-30,I-80 INTERCHANGE,HERSHEY,LINCOLN,DIESEL,7588,HERSHEY TRUCK STOP
043096-NH-2000,5,CLEAN HARBORS,1501 WASHINGTON,BRAINTREE,MA,2184,1,1996-04-30,5MILES S ON HWY 71,KIMBALL,KIMBALL,"HAZ WASTE,SOLID NOS",,CLEAN HARBORS
043096-99-0000,5,F E WARREN AFB,90 CSG/DEEV,CHEYENNE,WY,82005,13,1995-10-12,LAUNCH FACILITY BRAVO 6,HARRISBURG,BANNER,DIESEL,306,LAUNCH FACILITY BRAVO 6
043096-99-0001,5,F E WARREN AFB,90 CSG/DEEV,CHEYENNE,WY,82005,13,1995-10-04,NW SW SEC 03 T17N R57W,HARRISBURG,BANNER,DIESEL,307,LAUNCH FACILITY BRAVO 5
043096-99-0002,5,F E WARREN AFB,90 CSG/DEEV,CHEYENNE,WY,82005,13,1995-09-27,NE NE SEC 17 T18N R57W,HARRISBURG,BANNER,DIESEL,308,LAUNCH FACILITY BRAVO 4
043096-99-0003,5,F E WARREN AFB,90 CSG/DEEV,CHEYENNE,WY,82005,13,1995-09-20,NE NW SEC 12 T19N R57W,HARRISBURG,BANNER,DIESEL,309,LAUNCH FACILITY BRAVO 3
043096-99-0004,5,F E WARREN AFB,90 CSG/DEEV,CHEYENNE,WY,82005,13,1995-09-13,NW NW SEC 07 T19N R57W,HARRISBURG,BANNER,DIESEL,310,LAUNCH FACILITY BRAVO 2
043096-99-0005,5,F E WARREN AFB,90 CSG/DEEV,CHEYENNE,WY,82005,13,1995-10-19,NW SW SEC 21 T16N R58W,BUSHNELL,KIMBALL,DIESEL,324,LAUNCH FACILITY DELTA 10
043096-99-0006,5,F E WARREN AIR FORCE BASE,90 CSG/DEEV,CHEYENNE,WY,82005,13,1995-10-25,APPROX 5 MI NORTEAST OF TOWN,BUSHNELL,KIMBALL,HEATING OIL,333,LAUNCH FACILITY DELTA 8
043096-99-0007,5,MEM HOSP OF DODGE COUNTY,450 E 23RD ST,FREMONT,NE,68025,14,1995-05-02,450 E 23RD ST,FREMONT,DODGE,HEATING OIL/DIESEL,8157,MEMORIAL HOSPITAL DODGE
043096-99-0008,5,,,,,,7,1996-02-19,4724 PRESCOTT,LINCOLN,LANCASTER,GASOLINE & WASTE OIL,11457,FORMER GOTFREDSON MOTORS
043097-DB-0910,5,MAGILL TRUCK LINES,211 WEST 53RD NORTH,WICHITA,KS,,1,1997-04-30,1609 'Q' STREET,AURORA,HAMILTON,EDIBLE COOKING GREASE,,MAGILL TRUCK LINES
043097-DB-1450,5,TRACY ENTERPRISES,450 CLARK,BRADSHAW,NE,68319,1,1997-04-30,MM 371 WESTBOUND I-80,GOEHNER,SEWARD,#2 DIESEL FUEL,,"TRCK ACCDT,I-80 @ GOEHNER"
043098-GW-0900,5,TEHRANI MOTOR CO,W HWY 20 BOX 744,VALENTINE,NE,69201,7,1998-04-24,W HWY 20  WESTERN AVE NE CRNR,VALENTINE,CHERRY,GASOLINE & WASTE OIL,2092,TEHRANI MOTOR
043098-JB-1200,5,CENEX LAND 0'LAKES,P.O. BOX 229,BRULE,NE,69127,1,1998-04-30,"1 MILE SOUTH, 1 WEST - BRULE",BRULE,KEITH,32% NITROGEN FERTILIZER,,CENEX LAND O LAKES
043099-JB-0130,5,FARMER'S UNION COOP,PO.O. BOX 237,ST. PAUL,NE,68873,9,1999-04-29,303 E. DEPOT STREET,DANNEBROG,HOWARD,FERTILIZER (10-34-0),,
043099-NH-1355,5,ATKINSON FERTILIZER COMP,P.O. BOX 9,ATKINSON,NE,68713,1,1999-04-30,BETWEEN WILLIAMS/PEARL AT FRON,ATKINSON,HOLT,PURSUIT AND RINSE WATER,,
05010-BHI-1400,5,CARGILL,BOX 88,HEARTWELL,NE,68945,1,1990-05-01,N OF HWY 6 & 34 ON CO LINE,KENESAW,ADAMS,0.28,,
05010-DDB-1245,5,COOP OF PLYMOUTH,501 EAST MAIN,PLYMOUTH,NE,68424,1,1990-05-01,HWY 6 & HWY 15,DORCHESTER,SALINE,SUTAN 6.7E,,
05010-KAM-1050,5,TEXASGULF,PO BOX 171,WEEPING WATER,NE,68463,8,1990-05-01,EAST GARFIELD STREET,WEEPING WATER,CASS,PHOSPHORIC ACID,,
050100-KM-1635,5,NPPD,"1414 15TH ST, PO 499",COLUMBUS,NE,68602,15,2000-05-01,902 BLUSTEM CIRCLE,NORFOLK,MADISON,TRANSFORMER OIL (NON-PCB),NONE,NPPD
050101-JB-0820,5,JIM`S SERVICE,51619 875 RD,VERDIGRE,NE,68783,7,2001-04-30,"220 MAIN ST, NW CRNR 3RD & MAI",VERDIGRE,KNOX,GASOLINE,124,JIM'S SERVICE
050101-JB-0915,5,"CARGILL, INC",PO BOX 341,MINDEN,NE,68959,6,2001-04-27,10 MILES SOUTH OF HOLBROOK,HOLBROOK,FURNAS,VARIOUS LIQUID FERT/HERBICIDE,NONE,"CARGILL, INC"
050103-KM-0925,R,NPPD,4500 W PELLA,HALLAM,NE,68368,12,2003-04-30,4500 W PELLA,HALLAM,LANCASTER,ASBESTOS,NONE,NPPD
050103-99-0000,5,OFFUTT AFB 55CES/CEVC,106 PEACEKEEPER 2N3,OFFUTT A F B,NE,68113,14,2002-09-23,"BLDG 107-1, OFFUTT AFB",OFFUTT AFB,SARPY,HEATING OIL,8706,TANK 107-1 OFFUTT AFB
050105-JB-1745,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2005-05-01,BAILEY YARD-DIESEL SHOP,NORTH PLATTE,LINCOLN,ENGINE OIL,NONE,BAILEY: DIESEL SHOP
050107-JB-1345,5,BEJOT FARMS,RR 2,AINSWORTH,NE,69210,1,2007-05-01,"1 MI W AINSWORTH, 2-1/4 MI N",AINSWORTH,BROWN,LIQUID STARTER FERTILIZER,,BEJOT FARMS
050107-NH-1030,5,CASEYS GENERAL STORES,ONE CONVENIENCE BLVD,ANKENY,IA,,7,2007-05-01,119 N 12TH ST,TECUMSEH,JOHNSON,DIESEL FUEL,11235,CASEYS GENERAL STORE
050108-JB-0910,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,9,2008-05-01,BAILEY: BTWN W REC TRKS 3 & 4,NORTH PLATTE,LINCOLN,DIESEL FUEL,NONE,BALIEY:BTWN W REC TRK 3&4
050108-JB-1100,5,CENTRAL VALLEY AG COOP,PO BOX 330,O'NEILL,NE,68763,6,2008-04-30,305 W MAIN ST,CHAMBERS,HOLT,GASOLINE,NONE,CENTRAL VALLEY AG COOP
050109-NH-1030,5,LYMAN RICHEY SAND & GRAVE,4315 CUMING ST,OMAHA,NE,68131,3,2009-05-01,"PIT 50, 17171 S 255TH",GRETNA,SARPY,DIESEL FUEL,NONE,LYMAN RICHEY PIT 50
050110-ML-1059,5,PURINA,2305 E HWY 33,CRETE,NE,68333,1,2010-05-01,2305 E HWY 33,CRETE,GAGE,CARMEL,NONE,PURINA
050113-JB-1030,5,CROP PROTECTION SERVICES,PO BOX 619,DESHLER,NE,68340,1,2013-04-30,"1/8 MI W, RD 5200 & K RD INTER",DESHLER,THAYER,DIESEL FUEL,NONE,TRCK ACCDT: RD 520 & RD K
050113-TH-0655,5,CASEYS GENERAL STORES,,,,,7,2013-04-23,2710 W 24TH ST,KEARNEY,BUFFALO,GASOLINE,11682,CASEYS GENERAL STORE 2038
050114-TH-0715,5,,,,,,7,2014-04-08,316 BROADWAY,IMPERIAL,CHASE,HYDRAULIC OIL,NONE,HARCHELROAD MOTORS TANK
05012-D-0930,5,GRAND ISLAND UTILITIES,,GRAND ISLAND,NE,68802,9,1981-12-27,POWER PLANT S.E. OF G.I.,GRAND ISLAND,HALL,CONC. SODIUM HYDROXIDE,,
05017-WCS-1000,5,WESTERN POTATO,,ALLIANCE/BOX BUTTE,NE,,10,1987-05-01,POTATO FIELD,ALLIANCE,BOX BUTTE,10-34-0,,
05019-BTB-1414,5,BURNS BROS,EXIT 360,WACO,NE,68460,7,1989-04-19,PLEASANT DALE,PLEASANT DALE,SEWARD,GAS,1114,BURNS BROS
05019-BTB-1930,5,"BOCKERMAN, BERNARD",RR 1 BOX 14,PROSSER,NE,68868,1,1989-05-01,1 MI N & 1.5 MI W OF PROSSER,PROSSER,HALL,ERADICANE EXTRAZINE,,
05019-BTB-2000,5,FARMERS COOP PLATTE CENTR,BOX 248,PLATTE CENTER,NE,68653,1,1989-05-01,HWY 81 & 30,COLUMBUS,PLATTE,FERTILIZER,,
050191-JB-0730,5,AMERICAN METER,BOX 727,NEBRASKA CITY,NE,68410,9,1991-04-26,INDUSTRIAL RD,NEBRASKA CITY,OTOE,MOLTEN ALUMINUM,,AMERICAN METER
050191-KM-0930,5,CROP DUSTER,812 CHERRY,ARAPAHOE,NE,68922,8,1991-05-01,9TH ST NE CORNER,ARAPAHOE,FURNAS,SOAPY WATER,,CROP DUSTER
050191-99-0000,5,KEYA PAHA COOP ASSN,BOX 97,SPRINGVIEW,NE,68778,7,1991-04-11,MAIN ST,SPRINGVIEW,KEYA PAHA,GASOLINE,4985,KEYA PAHA COOP ASSN
050191-99-0001,5,AURORA COOP ELEVATOR CO,605 12TH ST,AURORA,NE,68818,7,1991-03-20,MARQUETTE COOP ELEVATOR,MARQUETTE,HAMILTON,GASOLINE,3297,AURORA COOP ELEVATOR CO
050191-99-0002,5,LOUISVILLE MAINTENANCE,205 DEPOT ST,LOUISVILLE,NE,,7,1991-04-26,205 DEPOT ST,LOUISVILLE,CASS,GASOLINE,3349,LOUISVILLE MAINTENANCE
050192-CT-1550,5,FLEMING COMPANY,1601 PIONEERS BLVD,LINCOLN,NE,68502,7,1991-10-15,1601 PIONEERS BLVD,LINCOLN,LANCASTER,DIESEL,2807,FLEMING COMPANY
050192-GB-1430,5,NORDER AGRI-SUPPLY INC,BOX 10,BRUNING,NE,68322,1,,1 M S OF BRUNING,BRUNING,THAYER,BULLET,,
050192-JB-1525,5,AUBURN COOP,922 J ST,AUBURN,NE,68305,6,1992-04-29,BULK FACILITY,VERDON,RICHARDSON,PETROLEUM,,AUBURN COOP-VERDON
050192-JB-1800,6,,,,,,1,1992-05-01,HWY 50 & WALNUT ST,LOUISVILLE,CASS,GASOLINE,,
050192-KM-1325,5,ASSOCIATED GROCERS,5000 KANSAS AVE,KANSAS CITY,MO,,1,1992-04-29,IBP PLANT,DAKOTA CITY,DAKOTA,DIESEL FUEL,,
050192-KM-1524,5,EXXON,BOX 1850,VERNAL,VT,84078,8,1992-04-27,CLINOS FIELD,KIMBALL,KIMBALL,CRUDE OIL,,EXXON
050192-ML-1440,5,SOUTHERN POWER DIST,1306 W 3RD,GRAND ISLAND,NE,68802,9,1992-05-01,NORTH OF G I 4 MI,GRAND ISLAND,HALL,TRANSFORMER OIL,NONE,TORNADO; SPD TRANSFORMER
050192-99-0000,5,CHAMBERS PUBLIC SCHOOLS,BOX 218,CHAMBERS,NE,68725,14,1991-12-13,CHAMBERS SCHOOL,CHAMBERS,HOLT,DIESEL,8798,CHAMBERS PUBLIC SCHOOLS
050195-GW-1130,7,"STREHLE, FRANK",435 E WILLOW ST,WEST POINT,NE,68788,7,1995-04-28,535 S LINCOLN ST,WEST POINT,CUMING,GASOLINE & DIESEL/KEROSONE,4579,STREHLE STATION
050195-JB-1035,5,LOZIER CORP,424 NO. 22ND,OMAHA,NE,68110,9,1995-05-01,424 N 22ND,OMAHA,DOUGLAS,POLYESTER PAINT,,
050195-ML-1510,5,FARMLAND INDUSTRIES,"RR 3, BOX 666",BEATRICE,NE,68310,6,1995-05-01,"5 MI W HWY 4, 2 NORTH",BEATRICE,GAGE,AMMONIA NITRATE,NONE,FARMLAND INDUSTRIES
050195-NH-1430,5,KOCH AGRI SERVICES,P.O. BOX 2256,WICHITA,KS,67201,9,1995-04-30,FACILITY,UPLAND,FRANKLIN,10-30-0 LIQUID FERTILIZER,,
050196-GW-0925,9,"ZAKRZEWSKI, PAUL E JR",PO BOX 471,O'NEILL,NE,68763,7,1996-04-25,RR 1 BOX 9,O'NEILL,HOLT,DIESEL & GASOLINE,8219,WESTSIDE TRUCK STOP
050196-NH-0400,5,CLEAN HARBORS,1501 WASHINGTON,BRAINTREE,MA,2184,1,1996-05-01,5 MI S ON HWY 71,KIMBALL,KIMBALL,WASTE FLAMABLE LIQUID,,CLEAN HARBORS
050197-QK-1130,5,SAFETY CLEAN,2700 W. SECOND,GRAND ISLAND,NE,68801,1,1997-04-30,2700 W. SECOND,GRAND ISLAND,HALL,USED OIL,,SAFETY CLEAN
050198-GY-1300,6,DETLEFSEN OIL,PO BOX 728,NORTH PLATTE,NE,69103,7,1998-04-08,408 N JEFFERS ST,NORTH PLATTE,LINCOLN,GASOLINE & DIESEL,7908,DETCO II
050198-JB-0710,5,BATTLE CREEK COOP,P.O. BOX 10,BATTLE CREEK,NE,68715,9,1998-04-30,WEST HWY 13 (1 MILE WEST),PIERCE,PIERCE,10-34-0 LIQUID FERTILIZER,NONE,BATTLE CREEK COOP
050198-NH-0700,9,CONELL HARDWARE & FARM,480 2ND ST,UTICA,NE,68456,7,1998-04-20,480 2ND ST,UTICA,SEWARD,GASOLINE & DIESEL,4141,CONNEL HARDWARE & FARM
050198-NM-0845,5,"TERRA, INC.",P.O. BOX 299,EMERSON,NE,68733,6,1998-05-01,1209 LOGAN STREET,EMERSON,DIXON,DUAL II MAGNUM,,
050198-NM-1045,6,FARMERS COOP OIL ASSN,1323 HARLAN STREET,FALLS CITY,NE,68355,7,1998-04-30,1323 HARLAN,FALLS CITY,RICHARDSON,GASOLINE & DIESEL,3120,FARMERS COOP OIL
050198-TH-1228,5,KWIK SHOP INC,PO BOX 1927,HUTCHINSON,KS,67504,7,1998-04-27,3222 Q ST,OMAHA,DOUGLAS,GASOLINE,656,"KWIK SHOP, INC"
050199-NH-0330,5,AGLAND COOP,107 WEST 2ND STREET,OAKLAND,NE,68045,9,1999-05-01,SE OF JACKSON & MAIN STREETS,FREMONT,DODGE,AG CHEM; PRIMARILY PESTICIDES,NONE,"AGLAND CO-OP, FREMONT"
050199-NH-1020,5,CEDAR VALLEY AG SERV. LLC,P.O. BOX 190,CEDAR RAPIDS,NE,68627,9,1999-05-01,100 DEPOT AVE. S SIDE HWY 52,PRIMROSE,BOONE,ACETACHLAR & ALBRAZINE,,
05020-BHI-0900,5,FARMLAND INDUSTRIES,3315 N OAK TRAFFICWY,KANSAS CITY,MO,64116,7,1990-04-30,6936 L STREET,OMAHA,DOUGLAS,WASTE OIL,2524,FARMLAND INDUSTRIES
05020-DDB-1600,5,WARDS TRANSPORT INC,PO BOX 371,GRAND ISLAND,NE,68802,1,1990-05-02,HWY 52,PRIMROSE,BOONE,28% UAN,,
05020-K-0207,5,UNION PACIFIC RAILROAD,1416 DODGE ST,OMAHA,NE,68179,2,1990-05-02,138TH & INDUSTRIAL RD,OMAHA,DOUGLAS,DIESEL & SOME HEATER OIL,NONE,UPRR
05020-MAL-1530,5,"PIPER, FRED",RR,BROCK,NE,68320,1,1990-05-02,"W. ON HWY67 TO RT105, S1.5 W.5",BROCK,NEMAHA,2-4-D,,
050200-JB-2315,5,MINNESOTA CORN PROCESSORS,3000 E 8TH ST,COLUMBUS,NE,68601,2,2000-05-02,"3000 E 8TH ST, FRUCTOSE BLDG",COLUMBUS,PLATTE,DIESEL FUEL,NONE,MINNESOTA CORN PRODUCERS
050200-QK-1620,5,"NELSON, DOUG","RR 2, BOX 90",WAYNE,NE,68787,1,2000-05-02,"6 MI N, 3 MI E OF WAYNE",WAYNE,WAYNE,28% NITROGEN FERTILIZER,NONE,DOUG NELSON
050201-DB-1000,5,DORCHESTER COOP,PO BOX 263,DORCHESTER,NE,68343,1,2001-04-30,MELVIN JOHNSON PROPERTY,FRIEND,SALINE,"BICEP, MAGNUM 2 (2.5 GAL)",NONE,DORCHESTER COOP
050202-JB-1110,5,"GOCHENOUR, JIM",PO BOX 212,MURRAY,NE,68409,1,2002-05-02,SW CORN HWY 75 & ROCK BLUFF RD,MURRAY,CASS,WASTE MOTOR OIL,NONE,TRCK ACCNDT-HWY 75
050202-JB-1120,5,"PESTER, BRUCE & GLORIA",RR 1 BOX 123B,MADRID,NE,69150,1,2002-05-02,NW CORNER HWY 23 & HWY 61,GRANT,PERKINS,BICEP II MAGNUM,NONE,BRUCE & GLORIA PESTER
050202-QK-1630,5,OFFUTT AIRFORCE BASE,106 PEACEKEEPER DR,OFFUTT AFB,NE,68113,9,2002-05-02,BUILDING 524 PARKING LOT,BELLEVUE,SARPY,WATER/JP-8 FUEL,NONE,OFFUTT AIRFORCE BASE
050203-NH-1920,5,STANDARD CONCRETE REDI-MI,PO BOX 325,SIOUX CITY,IA,51102,1,2003-05-02,1702 MISSOURI VIEW,SOUTH SIOUX CITY,DAKOTA,#2 DIESEL,NONE,RESIDENCE
050204-SM-1213,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2004-05-02,DIESEL SHOP,NORTH PLATTE,LINCOLN,#2 DIESEL,,UPRR - BAILEY DIESEL SHOP
050204-SM-1750,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2004-05-02,W END OF DIESEL SHOP,NORTH PLATTE,LINCOLN,#2 DIESEL FUEL,NONE,UPRR - BAILEY DIESEL SHOP
050205-JF-0815,5,PORTS PETROLEUM,BOX 1046,WOOSTER,OH,44691,9,2005-04-29,E HIGHWAY 30,SCHUYLER,COLFAX,PETROLEUM/WATER MIX,NONE,PORTS PETROLEUM
050206-NH-1300,5,CENTRAL VALLEY AG COOP,83897 HWY 45,TILDEN,NE,68781,1,2006-05-02,INT 844TH RD & 549 AVE,NORFOLK,MADISON,"32-0-0, 12-0-0, DEGREE, MUSTAN",,CENTRAL VALLEY AG
050207-NM-0845,5,BATTLE CREEK COOP,P O BOX 10,BATTLE CREEK,NE,68767,1,2007-05-02,CO RD 863RD 1/4 MI E OF 547TH,OSMOND,PIERCE,FERTILIZER,,BATTLE CREEK COOP
050207-PH-1517,5,CONOCO PHILLIPS,2029 FAIRFAX TRAFFIC,KANSAS CITY,KS,66115,6,2007-05-01,1345 SALTILLO RD,ROCA,LANCASTER,DIESEL FUEL,NONE,CONOCO PHILLIPS
050207-QK-0920,5,C & M SUPPLY INC.,1411 HWY 136,RUSKIN,NE,68974,1,2007-05-02,JCT HWY 136 & 3100 RD,RUSKIN,NUCKOLLS,ROUNDUP AND RADIUS HERBICIDES,,C & M SUPPLY INC.
050208-JB-1440,5,FORDYCE COOPERATIVE,PO BOX 187,FORDYCE,NE,68736,1,2008-04-30,WEST SIDE HWY 514A,FORDYCE,CEDAR,LIQUID FERTILIZER (28%N),NONE,WEST SIDE HWY 514A
050208-NH-0100,5,EQUALIZER MIDWEST INC,4955 E SOUTH ST,HASTINGS,NE,68902,6,2008-05-02,4955 E SOUTH ST,HASTINGS,ADAMS,32-0-0 LIQUID FERTILIZER,NONE,EQUALIZER MIDWEST LLC
050210-ML-1334,5,NUCOR STEEL,2911 E NUCOR RD,NORFOLK,NE,68701,9,2010-05-02,2911 E NUCOR RD,NORFOLK,STANTON,COOLING WATER,NONE,NUCOR STEEL
050211-TH-1145,5,,,,,,7,2010-11-08,1220 WEST A,NORTH PLATTE,LINCOLN,WASTE OIL,12489,BETTYS PRETTY PET
